Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,diff,linear voters failure,gamma,mirror,#candidates,level,partisan,type,IRV1,IRV2,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality
73,73,73,Berkeley_11062012_CityCouncilDistrict3.csv,[],no,1,,2,LOCAL,NO,R,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,0.995995996,0.286787366,0,
74,74,74,Berkeley_11062012_CityCouncilDistrict5.csv,[],no,1,,2,LOCAL,NO,R,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,0.995995996,0.390624999,0,
75,75,75,Berkeley_11062012_CityCouncilDistrict6.csv,[],no,1,,2,LOCAL,NO,R,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,0.196196196,0,0,
77,77,77,Berkeley_11062018_CityAuditor.csv,[],no,1,,2,LOCAL,NO,O,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG,,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG,0.211211211,0,0,
84,84,84,Berkeley_11082016_CityCouncilDistrict5.csv,[],no,1,,2,LOCAL,NO,R,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,0.995995996,0.252877237,0,
124,124,124,Minneapolis_11022021_CityCouncilWard6.csv,[],no,1,,2,LOCAL,NO,R,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,0.997997998,0.192307693,0,
126,126,126,Minneapolis_11022021_CityCouncilWard8.csv,[],no,1,,2,LOCAL,NO,R,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,0,0,
132,132,132,Minneapolis_11022021_ParkBoardDistrict4.csv,[],no,1,,2,LOCAL,NO,B,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,0.995995996,0.177769986,0,
136,136,136,Minneapolis_11052013_PRBoardDistrict2.csv,[],no,1,,2,LOCAL,NO,B,JON OLSON,JON OLSON,JON OLSON,JON OLSON,,JON OLSON,JON OLSON,JON OLSON,JON OLSON,0.993993994,0.176763111,0,
137,137,137,Minneapolis_11052013_PRBoardDistrict6.csv,[],no,1,,2,LOCAL,NO,B,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,0.994994995,0.2349243,0,
143,143,143,Minneapolis_11062009_PRBoardDistrict2.csv,[],no,1,,2,LOCAL,NO,B,Jon Olson,Jon Olson,Jon Olson,Jon Olson,,Jon Olson,Jon Olson,Jon Olson,Jon Olson,0.995995996,0.315240642,0,
144,144,144,Minneapolis_11062009_PRBoardDistrict3.csv,[],no,1,,2,LOCAL,NO,B,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,0.996996997,0,0,
152,152,152,Minneapolis_11062009_Ward2CityCouncil.csv,[],no,1,,2,LOCAL,NO,R,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,,0,0,
162,162,162,Minneapolis_11072017_PRBoardDistrict2.csv,[],no,1,,2,LOCAL,NO,B,Kale Severson,Kale Severson,Kale Severson,Kale Severson,,Kale Severson,Kale Severson,Kale Severson,Kale Severson,0.993993994,0.376323753,0,
164,164,164,Minneapolis_11072017_PRBoardDistrict4.csv,[],no,1,,2,LOCAL,NO,B,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,,Jono Cowgill,Jono Cowgill,Tom Nordyke,Tom Nordyke,0.993993994,0.485872237,0,
170,170,170,Minneapolis_11072017_Ward13CityCouncil.csv,[],no,1,,2,LOCAL,NO,R,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,0.997997998,0,0,
181,181,181,Minnetonka_11022021_Mayor.csv,[],no,1,,2,LOCAL,NO,E,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum,,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum,0.996996997,0.025932203,0,
182,182,182,NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,[],no,1,,2,LOCAL,NO,R,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,0.461461461,0,0,
246,246,246,Oakland_11022010_CityAuditor.csv,[],no,1,,2,LOCAL,NO,O,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,0.991991992,0.267970704,0,
247,247,247,Oakland_11022010_CityCouncilDistrict2.csv,[],no,1,,2,LOCAL,NO,E,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,0.993993994,0.263798349,0,
251,251,251,Oakland_11022010_SchoolDirectorDistrict4.csv,[],no,1,,2,LOCAL,NO,B,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,0.992992993,0.240158046,0,
252,252,252,Oakland_11032020_CityAttorneyOaklandRCV.csv,[],no,1,,2,LOCAL,NO,O,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,0.991991992,0.203105126,0,
262,262,262,Oakland_11042014_CityAuditor.csv,[],no,1,,2,LOCAL,NO,O,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,0.993993994,0.157134131,0,
267,267,267,Oakland_11042014_SchoolDirectorDistrict2.csv,[],no,1,,2,LOCAL,NO,B,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,0.994994995,0.101917058,0,
269,269,269,Oakland_11042014_SchoolDirectorDistrict6.csv,[],no,1,,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,0.992992993,0.353359815,0,
270,270,270,Oakland_11062012_CityAttorney.csv,[],no,1,,2,LOCAL,NO,O,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,0.993993994,0.176687229,0,
276,276,276,Oakland_11062012_SchoolDirectorDistrict1.csv,[],no,1,,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,0.995995996,0.105983006,0,
278,278,278,Oakland_11062012_SchoolDirectorDistrict5.csv,[],no,1,,2,LOCAL,NO,B,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,0.992992993,0.403761871,0,
279,279,279,Oakland_11062012_SchoolDirectorDistrict7.csv,[],no,1,,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,0.992992993,0.372518221,0,
280,280,280,Oakland_11062018_CityAuditor.csv,[],no,1,,2,LOCAL,NO,O,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,0.993993994,0.179881454,0,
285,285,285,Oakland_11062018_SchoolDirectorDistrict4.csv,[],no,1,,2,LOCAL,NO,B,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,0.994994995,0.324488338,0,
286,286,286,Oakland_11062018_SchoolDirectorDistrict6.csv,[],no,1,,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,0.39039039,0,0,
287,287,287,Oakland_11082016_CityCouncilDistrict1.csv,[],no,1,,2,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,0.996996997,0,0,
288,288,288,Oakland_11082016_CityCouncilDistrict3.csv,[],no,1,,2,LOCAL,NO,R,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,NONI D. SESSION,0.993993994,0.398322147,0,
289,289,289,Oakland_11082016_CityCouncilDistrict5.csv,[],no,1,,2,LOCAL,NO,R,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,0.993993994,0.365950737,0,
292,292,292,Oakland_11082016_SchoolDirectorDistrict1.csv,[],no,1,,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,0.995995996,0.030701192,0,
295,295,295,Oakland_11082016_SchoolDirectorDistrict7.csv,[],no,1,,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,0.993993994,0.248591833,0,
296,296,296,Oakland_11082022_CityCouncilmemberDistrict4.csv,[],no,1,,2,LOCAL,NO,R,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,0.993993994,0.231981271,0,
333,333,333,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,[],no,1,,2,LOCAL,NO,B,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,0.166166166,0,0,
349,349,349,SanFrancisco_11062018_AssessorRecorder.csv,[],no,1,,2,LOCAL,NO,O,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,0.995995996,0.104666876,0,
354,354,354,SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,[],no,1,,2,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.731731732,0,0,
356,356,356,SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,[],no,1,,2,LOCAL,NO,B,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,0.997997998,0,0,
367,367,367,SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,[],no,1,,2,LOCAL,NO,B,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,0.995995996,0.105879989,0,
368,368,368,SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,[],no,1,,2,LOCAL,NO,B,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,0.993993994,0.453931775,0,
371,371,371,SanFrancisco_11082022_BoardofSupervisorsD10.csv,[],no,1,,2,LOCAL,NO,B,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,0.994994995,0.151291682,0,
372,372,372,SanFrancisco_11082022_BoardofSupervisorsD4.csv,[],no,1,,2,LOCAL,NO,B,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,0.995995996,0.478348623,0,
374,374,374,SanFrancisco_11082022_BoardofSupervisorsD8.csv,[],no,1,,2,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.995995996,0.005575356,0,
376,376,376,SanFrancisco_11082022_PublicDefender.csv,[],no,1,,2,LOCAL,NO,O,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,0.993993994,0.116404411,0,
378,378,378,SanLeandro_11022010_CountyCouncilDistrict5.csv,[],no,1,,2,LOCAL,NO,R,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,0.991991992,0.44112506,0,
380,380,380,SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,[],no,1,,2,LOCAL,NO,R,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,0.98998999,0.444657907,0,
381,381,381,SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,[],no,1,,2,LOCAL,NO,R,FRED SIMON,FRED SIMON,FRED SIMON,FRED SIMON,,FRED SIMON,FRED SIMON,FRED SIMON,FRED SIMON,0.991991992,0.267702362,0,
388,388,388,SanLeandro_11062012_CountyCouncilDistrict6.csv,[],no,1,,2,LOCAL,NO,R,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA,,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA,0.98998999,0.425396213,0,
390,390,390,SanLeandro_11062018_CountyCouncilDistrict3.csv,[],no,1,,2,LOCAL,NO,R,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",LEE THOMAS,LEE THOMAS,0.990990991,0.482164089,0,
391,391,391,SanLeandro_11062018_CountyCouncilDistrict5.csv,[],no,1,,2,LOCAL,NO,R,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,0.992992993,0.238079543,0,
393,393,393,SanLeandro_11082016_CountyCouncilDistrict2.csv,[],no,1,,2,LOCAL,NO,R,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,0.992992993,0.430296959,0,
399,399,399,StLouisPark_11022021_CityCouncilWard2.csv,[],no,1,,2,LOCAL,NO,R,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,,0,0,
62,62,62,Berkeley_11022010_CityCouncilDistrict7.csv,['Approval'],no,0.749100504,,3,LOCAL,NO,R,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,,KRISS WORTHINGTON,KRISS WORTHINGTON,CECILIA ''CES'' ROSALES,KRISS WORTHINGTON,0.974974975,0.314814814,0.495268401,1.915129934
63,63,63,Berkeley_11022010_CityCouncilDistrict8.csv,[],no,0.818518519,,3,LOCAL,NO,R,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,GORDON WOZNIAK,0.974974975,0.209403503,0,0.681287034
66,66,66,Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,[],no,0.905398391,,3,LOCAL,NO,R,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,0.405405405,0.090449112,0,1.260339595
67,67,67,Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,[],no,0.89278227,,3,LOCAL,NO,R,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,0.402402402,0.017427386,0,1.264606499
69,69,69,Berkeley_11042014_CityCouncilDistrict1.csv,[],no,0.938969664,,3,LOCAL,NO,R,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,0.384384384,0.028544873,0,2.808989025
72,72,72,Berkeley_11062012_CityCouncilDistrict2.csv,[],no,0.91354616,,3,LOCAL,NO,R,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,DARRYL MOORE,0.545545546,0.189168519,0,1.020006997
79,79,79,Berkeley_11062018_CityCouncilDistrict4.csv,['Approval'],no,0.894055434,,3,LOCAL,NO,R,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,,KATE HARRISON,KATE HARRISON,BEN GOULD,KATE HARRISON,0.478478478,0.238576396,0,1.858885651
80,80,80,Berkeley_11062018_CityCouncilDistrict7.csv,[],no,0.930703625,,3,LOCAL,NO,R,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,0.403403403,0.056531804,0,2.23522951
82,82,82,Berkeley_11082016_CityCouncilDistrict2.csv,['Plurality'],no,0.86450168,,3,LOCAL,NO,R,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,DARRYL MOORE,,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,CHERYL DAVILA,0.550550551,0.027114359,0,2.48378762
85,85,85,Berkeley_11082016_CityCouncilDistrict6.csv,[],no,0.882384461,,3,LOCAL,NO,R,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,SUSAN WENGRAF,0.51951952,0.19620222,0,1.588562272
92,92,92,Corvallis_11082022_CityCouncilWard9.csv,[],no,0.845995045,,3,LOCAL,NO,R,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,,Tony Cadena,Tony Cadena,Tony Cadena,Tony Cadena,0.47047047,0.038704989,0,2.167334506
93,93,93,Corvallis_11082022_Mayor.csv,"['IRV', 'Condorcet', 'Plurality']",yes,0.806260616,,3,LOCAL,NO,E,Charles Maughan,Andrew Struthers,Charles Maughan,Charles Maughan,,Andrew Struthers,Andrew Struthers,Andrew Struthers,Andrew Struthers,0.41041041,0.403038523,0.474444783,2.442760485
96,96,96,ElkRidge_11022021_Mayor.csv,[],no,0.90145149,,3,LOCAL,NO,E,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,ROBERT HADDOCK,0.48048048,0.061768285,0,2.979456978
102,102,102,LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,['Approval'],no,0.783333333,,3,LOCAL,NO,R,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,JOHANA BENCOMO,,JOHANA BENCOMO,JOHANA BENCOMO,ANTOINETTE M REYES,JOHANA BENCOMO,0.985985986,0.342997102,0.475903994,2.977066827
111,111,111,Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,[],no,0.864152873,,3,FEDERAL,NO,R,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John",,"Crafts, Dale John","Crafts, Dale John","Crafts, Dale John","Crafts, Dale John",0.484484484,0,0,2.232409043
118,118,118,Minneapolis_11022021_CityCouncilWard12.csv,[],no,0.97845953,,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,0.482482482,0,0,1.949488867
122,122,122,Minneapolis_11022021_CityCouncilWard4.csv,[],no,0.914952368,,3,LOCAL,NO,R,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,0.365365365,0.144008997,0,2.428272991
130,130,130,Minneapolis_11022021_ParkBoardDistrict2.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.85455053,,3,LOCAL,NO,B,Becka Thompson,Eric Moran,Becka Thompson,Becka Thompson,,Eric Moran,Becka Thompson,Eric Moran,Becka Thompson,0.991991992,0.52335758,0.525036033,2.909714343
131,131,131,Minneapolis_11022021_ParkBoardDistrict3.csv,[],no,0.931166096,,3,LOCAL,NO,B,Becky Alper,Becky Alper,Becky Alper,Becky Alper,,Becky Alper,Becky Alper,Becky Alper,Becky Alper,0.473473473,0.095679447,0,1.466148737
133,133,133,Minneapolis_11022021_ParkBoardDistrict5.csv,[],no,0.904342267,,3,LOCAL,NO,B,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,0.454454454,0.113979871,0,1.947407372
142,142,142,Minneapolis_11062009_PRBoardDistrict1.csv,[],no,0.923817713,,3,LOCAL,NO,B,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,0.466466466,0,0,0.895159864
148,148,148,Minneapolis_11062009_Ward11CityCouncil.csv,[],no,0.981736302,,3,LOCAL,NO,R,John Quincy,John Quincy,John Quincy,John Quincy,,John Quincy,John Quincy,John Quincy,John Quincy,0.687687688,0,0,1.740551274
150,150,150,Minneapolis_11062009_Ward13CityCouncil.csv,[],no,0.969722315,,3,LOCAL,NO,R,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,0.557557558,0,0,1.815696819
157,157,157,Minneapolis_11062009_Ward7CityCouncil.csv,[],no,0.937800137,,3,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,0.986986987,0,0,1.23351304
161,161,161,Minneapolis_11072017_PRBoardDistrict1.csv,[],no,0.907800422,,3,LOCAL,NO,B,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,0.411411411,0,0,3.324267177
163,163,163,Minneapolis_11072017_PRBoardDistrict3.csv,[],no,0.952423391,,3,LOCAL,NO,B,AK Hassan,AK Hassan,AK Hassan,AK Hassan,,AK Hassan,AK Hassan,AK Hassan,AK Hassan,0.412412412,0,0,3.447242035
165,165,165,Minneapolis_11072017_PRBoardDistrict5.csv,[],no,0.939108911,,3,LOCAL,NO,B,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,0.494494494,0,0,1.264032651
168,168,168,Minneapolis_11072017_Ward11CityCouncil.csv,[],no,0.860083206,,3,LOCAL,NO,R,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,0.542542543,0.021172896,0,2.919474711
169,169,169,Minneapolis_11072017_Ward12CityCouncil.csv,[],no,0.893679858,,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,0.523523524,0,0,0.408288485
171,171,171,Minneapolis_11072017_Ward1CityCouncil.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.93523613,,3,LOCAL,NO,R,Kevin Reich,Jillia Pessenda,Kevin Reich,Kevin Reich,,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Kevin Reich,0.385385385,0.29441156,0.393568492,3.165405134
249,249,249,Oakland_11022010_CityCouncilDistrict6.csv,[],no,0.820018651,,3,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,0.980980981,0.177001554,0,1.072796665
253,253,253,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.877497388,,3,LOCAL,NO,R,REBECCA KAPLAN,DERRECK B. JOHNSON,REBECCA KAPLAN,REBECCA KAPLAN,,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,REBECCA KAPLAN,0.468468468,0.305209846,0.472889377,3.223179284
254,254,254,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,[],no,0.869124424,,3,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,0.496496496,0.256984108,0.502081011,1.845543126
